@relation categoria
@attribute texto string
@attribute class string
@data
rt @kadysha: nómina de albergados en la localidad de curanipe http://tinyurl.com/yc63gat #sebusca #buscapersonas #terremotochile #chile,None
@espinozacast quien miente??,None
rt @donchere: contacto valentina ramon cruz #388 Ñuñoa fono: 7163394. viajan a constitución y ofrecen llevar donaciones a familiares.,None
rt @diantres: terremoto en chile desplazó ligeramente el eje de la tierr,None
@kennethiriarte ta frigida la cosa lo veo por chv señal online,None
#terremotochile #chile # | #ayudachile | #rptw | #chileayuda | #sebusca | #buscapersonasaber de juan antonio tapia y flia en concepcion udec,None
como podemos ayudar en valparaíso?? fuerza chile!!!!,None
www.twitpic.com/1631id - mar se retiro 200 metros en las costas de lima perÚ luego de terremoto en chile. #rptw #fuerzachile,None
#terremotochile mucha gente busca familiares. usen la aplicacion http://chilepersonfinder.appspot.com/,None
boicot a los comerciantes que han subido los precios durante el terremoto. no le compres nunca mÁs. hagamos justicia ciudadana!,None
informacion sobre bencineras copec abiertas en zona afectad,None
rt @adnradio utilidad publica: listado de farmacias y supermercados en funcionamiento http://url4.eu/1vvce,None
uss posterga inicio de clases para alumn nuev y antguos para el 8 de marz,None
@fernandopaulsen @biobio busco a rosa baro mendoza a su hijo y nieta de corone,None
rt @cooperativa: organización panamericana de la salud comprometió llegada de 2 plantas potabilizadora,None
@panxopolis feliz cumple pancho... no es tu culpa espero pronto puedas celebrar...y por mientras a recontruir nuestra patria....,None
entro en concentración para el debate de los verdes,None
gracias a dios estoy mejor...,None
rt @mauricioricardo: entendera,None
mañana estimados nos juntamos a las 9.00 fuera de la gobernación para organizar la ayuda en #curico #terremotochile (rt),None
rt @copano: urgente: el @ejercito_chile tiene twitter y esta monitoreando info acerca d lugares abandonados donde aún no llegan. rt a to2.,Seguridad
@luchhin camino a santa cruz: sólo acceso de vehículos pequeños y liviano,None
mundial de clicks! http://bit.ly/cocx43 jaja a clickear que argentina está 31s,None
rt @drebolledos: @pedro_copano estamos en las mismas quiero saber sobre sectores de concepcion como collao,None
alguien sabe qué pasa en el sector de colla,None
@tvn24h ayudanos a presionar por mano dura. hay saqueos en conce ahora. http://pare.cl/manodura,None
rt @tvn24h: curanipe: en iglesia están los cuerpos de las víctimas fatales #curanipe,Comunicación
rt @cruzrojainforma: aclaracion: no hemos convocado voluntarios para hoy 1 de marz,None
rt @curvaspoliticas: #chileterremoto #chile no hay alerta de tsunami!!!!! estoy monitoreando tsunami watch.,None
rt @fernandopaulsen: camiones de el mercurio despacharon diario a conce: piden q olviden los diarios y envíen agu,None
don francisco hará este viernes teletón chile ayuda a chile,None
rt @matias_carrozzi: somos un grupo de bomberos especializados de stgo. ¿quién nos lleva al maule?. @afpa1 @diariolahora @carolafuentes,None
a liberar tensiones se ha dicho,None
rt @helisocorman: rt @munivaldivia: recibiremos ayuda en el coliseo municipal para tirÚa hasta las 21 horas. corran la voz. rt,None
@biobio nos damos kuenta ke kon todo lo sucedido la presidenta ha tomado malas decisiones y ke tiene un mal liderazgo de la situacion ...,None
"rt @daniserendipity: busco urgente a ""salvador alonso acuÑa barra"" (7 aÑos) perdido en pullehue #terremotochile #rptw xfavor rt! ",Personas
necesitamos que publiquen esto en sus muros... cruz roja chilena - santiago tel. (2) 777 1448 - 777 1216 fax(2)737 0270-(2)777 6038,None
chilenos que visitaban colombia viajan a santiago tras escala en antofagasta,None
@gashalinda que bueno que estas bien ore mucho por ti cada vez que pienso en chile pienso en tu por que eres mi unica amiga chilena :d!!!!,Personas
rt @carlosriquelme: los flaites se tomaron a pecho eso de llegar y llevar en la polar,Seguridad
rt @croquevielle: confirmado: atenciÓn la gente que estÉ camino al su,None
en mega el vicepresi de aguas andinas dice que no habrá cortes de suministro planificados pa solucionar problemas,Agua
como chucha la van rysselberghe pide que los militares disparen? que petición mas fascista. cero respeto por la vida,Seguridad
@cnnchile necesito ubicar a humberto hidalgo orellana y juana celedÓn ibarra ellos estaban ubicados en calle toscania 3621 hualpen!!!,Personas
no hay alerta de tsunami en viña!,Comunicación
fuerza chile que dios los bendiga muchas bendiciones para la gente de regiones...,None
rt @tvn24h: toque de queda en lota y coronel: medida rige desde este mediodía por saqueos #lota #coronel #terremotochile #24h,Seguridad
rt @matidiot: nofx realizará hoy un show extra en argentin,None
@barbilandi esta preocupada por una amiga de la que no sabe nada.,Personas
@spooks @camilafernandah  como le hacenn para  que  no sufran calambres en los dedoss...  felicitaciones  chikoss jugaoss por nuestro pais.,None
estudiante secundario de villa aleman,None
@cruzrojainforma cuales son los puntos para donar sangre en la provincia de san antonio???,None
@mariofix encontre una pero es mediaburda despues te cuento....,None
rt @americaeconomia: terremoto chile: mapas útiles en chile. ayuda. http://bit.ly/acfxep. comercio: http://bit.ly/bvua0o. carreteras.... ...,None
recuerden dormir con las puertas abiertas dentro de sus viviendas. si tiembla rueden al lado de su cama y se acurrucan ahí.,None
@copano en todo el mundo hay gente mal,None
que se creen acaso no piensan se que son pocos pero es horrible http://bit.ly/9helvx #terremotochile,None
rt @ochovio: tv ya no dice los nombres de las constructora,None
rt@juanpabloswett una buena noticia dentro de...la reconstrucción del país podría generar 50 mil nuevos empleos temporales durante el 2010.,None
ya no puedo confiar en ti.. u.u,None
se cortó la luz aquí en cajón. no se q pasará en temuco,Electricidad
actualizando lista #curanipe #pelluhue ahora!,None
nos alegramos en informar que los miembros de cmt latin america en nuestras oficinas de chile está a salvo. #fuerzachile,None
difunden lista de colombianos sobrevivientes tras terremoto en chile http://todanoticia.com/7366/,None
rt @daniellagc edmundo del rio necesita noticias de su hermana maria de los angeles del rio y familia están en conce por favor avise acá,None
@perezbugueno  no weon... pa mi era una opcion clara...que se iba a robar este weon (?),None
rt @noticierovv: un fallecido y 55 detenidos en primera noche con toque de queda en concepción,None
confirman que son 161 los argentinos que regresaron de chile: el embajador argentino en el país andin,None
@montanertwiter buenos días! hoy es feriado en uruguay ya que asume el nuevo presidente mújica.,None
@biobiodeportes: se busca a manuel silva moraga edad 20 aÑos ciudad de talcahuano se encuentra desaparecido junto a toda su familia 84572407,Personas
@tvn_mauricio rt @ramonesadal: @eazcarraga. ...!!! hagamos el teletón de américa por méxico-haití-chile. medios unidos vamos...!!!,None
@juanleonel @sebajorquera @olystanne esa foto creo que no la olvidaré jamá,None
#fuerzachile tvn_monicar puerto saavedra totalmente aislado!!!,None
@ejercito_chile en que parte de chillan estan???,None
rt @hayquestarloco: un amigo de facebook publicó que la llamó una tal paula hernandez desde talcahuano y su número de celular es 83548460.,None
si me he vestido de negro no es por luto creanm,None
siguiendo noticias via online,None
rt @charlymaiz: para entender facilmente y bien gráfico sobre el #terremotochile y posibles tsunamis http://bit.ly/at3n6c,None
@seferene acabo de leer lo de tu sueño... tú tranqu,None
con el celular en el bolsillo por si hay otro corte de luz -.-,None
rt @cayita_rioseco: rt @adrianfrg: tb te pedimos por quienes están desaparecido,None
chile es luz,None
rt @cooperativa: rt @pablodka: @cooperativa buscamos info julio cesar hinojosa que vive en chepica por favor informarnos algo #buscapersonas,Personas
rt @andreithai: ¿alguien tiene noticias de #losalamos cerca de #lebu?no se ha sabido nada de la zona. busco a familia rojas peña  #sebus ...,Comunicación
rt @tvn_mauricio: rt @copano acabo de recibir un mail del sur pidiendo que liberen wifi. en muchas zonas llega la electricidad por punto ...,None
@rodrigosepu busco a javiera tapia durÁn. estaba mochileando en algún punto de la araucaní,None
rt @earriagada: los medios son responsables de la superación de la psicosi,None
rt @p0nja: telefónica bonificará  70% las llamadas desde la argentina hacia #chile hasta el 5/3 #terremotochile by @dariogallo,None
@buenosdiatodos tiene info de chiguayante,None
rt @dfinanciero: cobre reacciona al terremoto con fuerte alza - el metal rojo se ubicó en us$,None
rt @don_juanelo: flaites de mierda. hasta los conos se roban. http://is.gd/9s2gu,Seguridad
rt @mardenjump: semana #megafonicos @lpimentell + @lucassouzabanda + @eduardomano! vale a pena visitar! http://www.thismysound.com/,None
@tvn_monicar ayer me llamo la atencion la cantidad de horas entregando noticias por tu part,None
rt @carolafuentes: se cae el sistema interconectado central no hay luz de temuco a chilo,Electricidad
"""importante empresa busca maquetador xhtml. exp. excluy. full time. excel. condic. laborales xhtml.busqueda@gmail.com"" en #stafe ",None
@andreaduarte quedaron los leones en sus jaulas ahi pasaron encerrados el tsunami estan deteriorados nadie los saca !!!!!!!!!!!!!!!,None
como lavar la ropa no sera primera necesidad! la gente demasiado careraja!,None
rt @jgmfuentes: #buscapersonas alberto leyton cerda que vive en curicó... cualquier info que avise. estamos todos sus amigos aca en sant ...,None
rt @coconuuuuut: rt si te gustan los jonas a si que pongo en la lista.,None
acabo de hablar con @henriqueznicol,None
#valdivia #terremotochile es falsa alarma lo del tsunami en valdivia? urgente,None
rt @chelo_pi: movistar cargo 1.500 pesos a los clientes prepagos en las zonas de catástrofe favor difundir #terremotochile,None
rt @copano: ¡atención vitacura! municipalidad está recibiendo aportes. av. bicentenario 3800,None
http://twitpic.com/161idv - las abuelas escuchan como #cfk pide penas para los responsables de la dictadura,None
rt @cnn_chile: vecinos de concepción se organizan para evitar robos http://url4.eu/1votw,Seguridad
sin electricidad en temuc,Electricidad
rt @dooooori: uede estar la caga en el mundo y justin va a seguir en tt :l !,None
olas gigantes destruyeron poblados del sur de chile tras el terremoto,None
"rt @fernandopaulsen: rt @rseguy en #curanipe necesito saber urgente de miguel saez y familia del camping ""la sirena"" por favor. por favor rt ",Personas
lo malo de la jornada de hoy ?lo saqueos en el su,Seguridad
obie bermudez se esta reuniendo para un evento en pro de chile tu estaras alli? rt @juanes: pensando mucho en ti chile ...,None
@matiasdelrio necesitamos info sobre christer wiberg (sueco) y carolina gacitua (chilena) acampaban en el sector de curanipe,None
@lolalolisima estoy bien amiga! dormir por + de 12 hrs x un calmante y me tiene relajada! ahora voy a ayudar en lo que pueda con donaciones,None
anahi :gracias x sus palabras x sus mensajes x darme tanto carino. eso es lo mas hermoso q puede pasarme. los amo siempre.,None
rt @scyfox: @paska muchas gracias. tuvo buena la sesion de dreamcast :p y @jparadha conoció a su némesis xd jaja // me volaron la raja xd,None
rt @fran_veloso_v: @reportwiteros busco a carlos veloso inostroza en peuño playa la sirena curanipe #rptw,Personas
@esteldesign gracias ! apenas tengamos tareas te avisamos !,None
@geneedynatiion yo no estoy as,None
noticias de penc,None
rt @nadaseralomismo: rt @cmonckeberg:  tragedia en concepcion centro sangre malas condiciones favor llamar a donar en vitacura 0115 urgente,None
rt @sientevalpo: info útil v región http://www.sientevalpo.com/varios/datos-para-ayudar-en-la-quinta-region-2 (rt por favor),None
#terremotochile mañana en el colegio seminario pontificio menor en padre errazuriz 700,None
por cierto.. por que la presidente de chile pide que no envien ayuda? tengo entendido que ningun pais puede afrontar semejante desastre solo,None
impresionantes imagenes del #terremotochile,None
@nadaqueaportar donde te encuentras tu y como es la intensidad del agua??,None
@tvn24h lo que nos faltaba ! ahora en rancagua llueve,None
en lider de viña del mar voluntarios de un techo para chile recolectan dinero viveres y ropa por favor difundir! rt (vía @anitav1981),None
algo muy sierto que dice bombo fica... necesitamos ayuda para poder recuperar nuestra propia dignida,None
@gonzalocelis weoon como estay?,None
un poco de ejercicios acompañados de four year strong para acelerar el ritmo,None
piensen en la reconstruccion despue,None
rt @snscafe: rt @tomasoski: @snscafe busco a paulo jeremias muñoz cespedes se encontraba en conce avisar al cel: 62505873/favor rt,None
rt @reporteropop: muncipalidad de paine informa su situación y pide ayuda para 600 familias damnificadas http://post.ly/qggn,None
